"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC"
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","LR","Y","UOS",0.6376,0.1476
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","NB","Y","UOS",0.6241,0.1487
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","RF","Y","UOS",0.7273,0.2297
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","Ripper","Y","UOS",0.6265,0.1927
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","SVM","Y","UOS",0.604,0.1488
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","C4.5","Y","US",0.6743,0.2405
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","IBk","Y","US",0.6714,0.1821
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","LR","Y","US",0.7068,0.2422
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","NB","Y","US",0.7237,0.2329
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","RF","Y","US",0.6997,0.2288
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","Ripper","Y","US",0.6686,0.2225
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","SVM","Y","US",0.6262,0.2102
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","N","NONE",0.7437,0.3573
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","IBk","N","NONE",0.7039,0.3384
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","LR","N","NONE",0.6923,0.117
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","NB","N","NONE",0.6903,0.2186
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","RF","N","NONE",0.7324,0.3398
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","Ripper","N","NONE",0.6725,0.3627
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","SVM","N","NONE",0.4955,-0.0177
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","Y","OS",0.6374,0.3098
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","IBk","Y","OS",0.707,0.2586
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","LR","Y","OS",0.7243,0.3319
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","NB","Y","OS",0.6988,0.2432
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","RF","Y","OS",0.7566,0.3618
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","Ripper","Y","OS",0.6896,0.3443
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","SVM","Y","OS",0.6534,0.2836
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","Y","SMOTE",0.675,0.3631
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","IBk","Y","SMOTE",0.7135,0.329
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","LR","Y","SMOTE",0.6771,0.2617
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","NB","Y","SMOTE",0.6816,0.2006
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","RF","Y","SMOTE",0.7584,0.3937
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","Ripper","Y","SMOTE",0.6871,0.3732
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","SVM","Y","SMOTE",0.6522,0.2776
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","Y","MYSMOTE",0.7768,0.4165
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","IBk","Y","MYSMOTE",0.7521,0.385
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","LR","Y","MYSMOTE",0.7467,0.3716
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","NB","Y","MYSMOTE",0.7319,0.3144
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","RF","Y","MYSMOTE",0.7815,0.4105
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","Ripper","Y","MYSMOTE",0.7848,0.4139
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","SVM","Y","MYSMOTE",0.7168,0.2806
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","Y","UOS",0.6459,0.2984
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","IBk","Y","UOS",0.7001,0.2813
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","LR","Y","UOS",0.682,0.3107
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","NB","Y","UOS",0.7052,0.2707
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","RF","Y","UOS",0.74,0.3492
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","Ripper","Y","UOS",0.6809,0.3418
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","SVM","Y","UOS",0.652,0.2837
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","Y","US",0.6819,0.3435
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","IBk","Y","US",0.7092,0.327
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","LR","Y","US",0.7013,0.3156
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","NB","Y","US",0.7204,0.2747
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","RF","Y","US",0.7354,0.3269
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","Ripper","Y","US",0.7049,0.3761
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","SVM","Y","US",0.6369,0.2535
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","N","NONE",0.688,0.3594
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","IBk","N","NONE",0.7144,0.2802
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","LR","N","NONE",0.7588,0.3785
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","NB","N","NONE",0.7251,0.3751
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","RF","N","NONE",0.7916,0.4318
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","Ripper","N","NONE",0.6633,0.3392
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","SVM","N","NONE",0.6316,0.3462
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","Y","OS",0.7121,0.4174
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","IBk","Y","OS",0.7354,0.3132
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","LR","Y","OS",0.761,0.3788
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","NB","Y","OS",0.7191,0.323
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","RF","Y","OS",0.8078,0.4683
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","Ripper","Y","OS",0.6891,0.3705
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","SVM","Y","OS",0.6848,0.361
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","Y","SMOTE",0.6911,0.4025
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","IBk","Y","SMOTE",0.7477,0.3779
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","LR","Y","SMOTE",0.7717,0.4435
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","NB","Y","SMOTE",0.7284,0.3685
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","RF","Y","SMOTE",0.8069,0.4787
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","Ripper","Y","SMOTE",0.6998,0.3952
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","SVM","Y","SMOTE",0.7137,0.4141
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","Y","MYSMOTE",0.8075,0.4639
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","IBk","Y","MYSMOTE",0.7755,0.3948
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","LR","Y","MYSMOTE",0.775,0.3941
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","NB","Y","MYSMOTE",0.7155,0.3466
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","RF","Y","MYSMOTE",0.8273,0.4894
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","Ripper","Y","MYSMOTE",0.7931,0.4152
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","SVM","Y","MYSMOTE",0.7457,0.3552
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","Y","UOS",0.6598,0.3234
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","IBk","Y","UOS",0.6778,0.2547
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","LR","Y","UOS",0.7183,0.3099
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","NB","Y","UOS",0.6932,0.276
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","RF","Y","UOS",0.7398,0.3333
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","Ripper","Y","UOS",0.6535,0.2944
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","SVM","Y","UOS",0.6373,0.2797
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","Y","US",0.6829,0.3528
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","IBk","Y","US",0.7024,0.2856
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","LR","Y","US",0.7362,0.3345
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","NB","Y","US",0.7071,0.31
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","RF","Y","US",0.7689,0.3831
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","Ripper","Y","US",0.6706,0.3151
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","SVM","Y","US",0.6481,0.2927
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","N","NONE",0.6885,0.3716
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","IBk","N","NONE",0.7658,0.4041
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","LR","N","NONE",0.7994,0.4167
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","NB","N","NONE",0.7985,0.4453
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","RF","N","NONE",0.8089,0.4719
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","Ripper","N","NONE",0.7063,0.4176
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","SVM","N","NONE",0.6132,0.334
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","Y","OS",0.6763,0.3541
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","IBk","Y","OS",0.7459,0.3212
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","LR","Y","OS",0.7955,0.4152
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","NB","Y","OS",0.8081,0.4583
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","RF","Y","OS",0.8111,0.4581
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","Ripper","Y","OS",0.7018,0.3916
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","SVM","Y","OS",0.6988,0.395
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","Y","SMOTE",0.7057,0.3745
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","IBk","Y","SMOTE",0.7576,0.3702
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","LR","Y","SMOTE",0.7885,0.4057
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","NB","Y","SMOTE",0.8155,0.4563
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","RF","Y","SMOTE",0.8116,0.4733
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","Ripper","Y","SMOTE",0.7125,0.4097
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","SVM","Y","SMOTE",0.7172,0.4316
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","Y","MYSMOTE",0.8072,0.4545
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","IBk","Y","MYSMOTE",0.7902,0.3987
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","LR","Y","MYSMOTE",0.8056,0.4411
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","NB","Y","MYSMOTE",0.7946,0.4383
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","RF","Y","MYSMOTE",0.8249,0.4873
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","Ripper","Y","MYSMOTE",0.8022,0.4524
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","SVM","Y","MYSMOTE",0.7952,0.4277
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","Y","UOS",0.6717,0.3213
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","IBk","Y","UOS",0.7196,0.3164
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","LR","Y","UOS",0.7549,0.3488
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","NB","Y","UOS",0.7902,0.4061
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","RF","Y","UOS",0.7643,0.3867
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","Ripper","Y","UOS",0.6949,0.3764
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","SVM","Y","UOS",0.69,0.3813
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","Y","US",0.7008,0.3561
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","IBk","Y","US",0.751,0.3762
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","LR","Y","US",0.7854,0.4038
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","NB","Y","US",0.7959,0.4149
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","RF","Y","US",0.777,0.3769
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","Ripper","Y","US",0.7034,0.4015
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","SVM","Y","US",0.6981,0.3934
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","N","NONE",0.8451,0.6311
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","IBk","N","NONE",0.9085,0.5963
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","LR","N","NONE",0.875,0.4814
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","NB","N","NONE",0.8673,0.5179
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","RF","N","NONE",0.8933,0.6285
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","Ripper","N","NONE",0.8536,0.6727
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","SVM","N","NONE",0.6151,0.3923
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","Y","OS",0.7971,0.5708
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","IBk","Y","OS",0.8803,0.5058
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","LR","Y","OS",0.8737,0.5593
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","NB","Y","OS",0.8496,0.4822
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","RF","Y","OS",0.9045,0.6446
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","Ripper","Y","OS",0.8264,0.5886
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","SVM","Y","OS",0.8157,0.5312
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","Y","SMOTE",0.8389,0.5928
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","IBk","Y","SMOTE",0.8676,0.5527
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","LR","Y","SMOTE",0.8536,0.4873
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","NB","Y","SMOTE",0.8299,0.4674
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","RF","Y","SMOTE",0.9169,0.629
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","Ripper","Y","SMOTE",0.8188,0.5517
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","SVM","Y","SMOTE",0.7961,0.5131
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","Y","MYSMOTE",0.9279,0.628
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","IBk","Y","MYSMOTE",0.9049,0.5448
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","LR","Y","MYSMOTE",0.8942,0.5702
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","NB","Y","MYSMOTE",0.8784,0.5048
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","RF","Y","MYSMOTE",0.9353,0.6453
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","Ripper","Y","MYSMOTE",0.9283,0.6281
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","SVM","Y","MYSMOTE",0.8477,0.5219
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","Y","UOS",0.8386,0.5901
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","IBk","Y","UOS",0.8684,0.4628
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","LR","Y","UOS",0.8645,0.5304
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","NB","Y","UOS",0.8437,0.4798
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","RF","Y","UOS",0.9056,0.6027
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","Ripper","Y","UOS",0.8257,0.5429
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","SVM","Y","UOS",0.8055,0.5182
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","Y","US",0.8238,0.534
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","IBk","Y","US",0.8713,0.4872
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","LR","Y","US",0.8591,0.5247
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","NB","Y","US",0.845,0.4739
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","RF","Y","US",0.9035,0.547
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","Ripper","Y","US",0.8447,0.5581
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","SVM","Y","US",0.7847,0.5058
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","N","NONE",0.6772,0.4007
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","IBk","N","NONE",0.7995,0.3642
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","LR","N","NONE",0.8172,0.2771
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","NB","N","NONE",0.776,0.3291
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","RF","N","NONE",0.817,0.4393
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","Ripper","N","NONE",0.6669,0.3988
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","SVM","N","NONE",0.5169,0.0808
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","Y","OS",0.6921,0.3531
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","IBk","Y","OS",0.7728,0.3497
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","LR","Y","OS",0.7587,0.3205
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","NB","Y","OS",0.7721,0.3119
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","RF","Y","OS",0.8156,0.4381
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","Ripper","Y","OS",0.6825,0.334
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","SVM","Y","OS",0.6929,0.3081
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","Y","SMOTE",0.6976,0.3808
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","IBk","Y","SMOTE",0.8466,0.4182
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","LR","Y","SMOTE",0.7748,0.3577
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","NB","Y","SMOTE",0.788,0.3246
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","RF","Y","SMOTE",0.8374,0.4647
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","Ripper","Y","SMOTE",0.7499,0.4156
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","SVM","Y","SMOTE",0.7219,0.3555
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","Y","MYSMOTE",0.8327,0.4022
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","IBk","Y","MYSMOTE",0.8268,0.3581
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","LR","Y","MYSMOTE",0.8141,0.3606
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","NB","Y","MYSMOTE",0.7734,0.2894
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","RF","Y","MYSMOTE",0.8469,0.4045
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","Ripper","Y","MYSMOTE",0.8215,0.3512
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","SVM","Y","MYSMOTE",0.789,0.3168
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","Y","UOS",0.6942,0.3347
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","IBk","Y","UOS",0.7803,0.331
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","LR","Y","UOS",0.7512,0.304
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","NB","Y","UOS",0.7517,0.2773
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","RF","Y","UOS",0.8225,0.3938
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","Ripper","Y","UOS",0.6996,0.3118
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","SVM","Y","UOS",0.6851,0.2965
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","Y","US",0.7274,0.3263
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","IBk","Y","US",0.8013,0.3225
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","LR","Y","US",0.7522,0.2916
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","NB","Y","US",0.7482,0.2913
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","RF","Y","US",0.8069,0.329
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","Ripper","Y","US",0.7125,0.3056
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","SVM","Y","US",0.6789,0.2719
"ant-1.3",20,125,0.16,5.25,"PROC","C4.5","N","NONE",0.5321,0.0756
"ant-1.3",20,125,0.16,5.25,"PROC","IBk","N","NONE",0.6659,0.1946
"ant-1.3",20,125,0.16,5.25,"PROC","LR","N","NONE",0.6901,0.1549
"ant-1.3",20,125,0.16,5.25,"PROC","NB","N","NONE",0.6753,0.1619
"ant-1.3",20,125,0.16,5.25,"PROC","RF","N","NONE",0.5569,0.1601
"ant-1.3",20,125,0.16,5.25,"PROC","Ripper","N","NONE",0.5507,0.117
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","N","NONE",0.4995,-0.0013
"ant-1.3",20,125,0.16,5.25,"PROC","C4.5","Y","OS",0.4623,0.0932
"ant-1.3",20,125,0.16,5.25,"PROC","IBk","Y","OS",0.639,0.259
"ant-1.3",20,125,0.16,5.25,"PROC","LR","Y","OS",0.6696,0.2895
"ant-1.3",20,125,0.16,5.25,"PROC","NB","Y","OS",0.6265,0.1599
"ant-1.3",20,125,0.16,5.25,"PROC","RF","Y","OS",0.5403,0.0947
"ant-1.3",20,125,0.16,5.25,"PROC","Ripper","Y","OS",0.5239,0.1065
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","OS",0.6677,0.2902
"ant-1.3",20,125,0.16,5.25,"PROC","C4.5","Y","SMOTE",0.6089,0.2176
"ant-1.3",20,125,0.16,5.25,"PROC","IBk","Y","SMOTE",0.7196,0.3365
"ant-1.3",20,125,0.16,5.25,"PROC","LR","Y","SMOTE",0.6749,0.3307
"ant-1.3",20,125,0.16,5.25,"PROC","NB","Y","SMOTE",0.6858,0.3065
"ant-1.3",20,125,0.16,5.25,"PROC","RF","Y","SMOTE",0.6445,0.179
"ant-1.3",20,125,0.16,5.25,"PROC","Ripper","Y","SMOTE",0.6494,0.2575
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","SMOTE",0.696,0.3397
"ant-1.3",20,125,0.16,5.25,"PROC","C4.5","Y","MYSMOTE",0.7227,0.3452
"ant-1.3",20,125,0.16,5.25,"PROC","IBk","Y","MYSMOTE",0.6953,0.3642
"ant-1.3",20,125,0.16,5.25,"PROC","LR","Y","MYSMOTE",0.7284,0.3365
"ant-1.3",20,125,0.16,5.25,"PROC","NB","Y","MYSMOTE",0.7312,0.3362
"ant-1.3",20,125,0.16,5.25,"PROC","RF","Y","MYSMOTE",0.69,0.2799
"ant-1.3",20,125,0.16,5.25,"PROC","Ripper","Y","MYSMOTE",0.7297,0.3416
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","MYSMOTE",0.7107,0.3233
"ant-1.3",20,125,0.16,5.25,"PROC","C4.5","Y","UOS",0.5574,0.1658
"ant-1.3",20,125,0.16,5.25,"PROC","IBk","Y","UOS",0.6258,0.1885
"ant-1.3",20,125,0.16,5.25,"PROC","LR","Y","UOS",0.656,0.2295
"ant-1.3",20,125,0.16,5.25,"PROC","NB","Y","UOS",0.6438,0.1822
"ant-1.3",20,125,0.16,5.25,"PROC","RF","Y","UOS",0.5923,0.1309
"ant-1.3",20,125,0.16,5.25,"PROC","Ripper","Y","UOS",0.6149,0.2039
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","UOS",0.5842,0.1585
"ant-1.3",20,125,0.16,5.25,"PROC","C4.5","Y","US",0.6532,0.2623
"ant-1.3",20,125,0.16,5.25,"PROC","IBk","Y","US",0.6356,0.2753
"ant-1.3",20,125,0.16,5.25,"PROC","LR","Y","US",0.7282,0.3347
"ant-1.3",20,125,0.16,5.25,"PROC","NB","Y","US",0.7088,0.2544
"ant-1.3",20,125,0.16,5.25,"PROC","RF","Y","US",0.6386,0.2364
"ant-1.3",20,125,0.16,5.25,"PROC","Ripper","Y","US",0.6862,0.3173
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","US",0.607,0.2161
"ant-1.4",40,178,0.224719101,3.45,"PROC","C4.5","N","NONE",0.5147,0.022
"ant-1.4",40,178,0.224719101,3.45,"PROC","IBk","N","NONE",0.697,0.2875
